SITE	BESTPROB	takifugu_rubripes1	takifugu_rubripes2	tetraodon_nigroviridis1	tetraodon_nigroviridis2	gasterosteus_aculeatus1	gasterosteus_aculeatus2	xiphophorus_maculatus1	xiphophorus_maculatus2	oryzias_latipes1	oryzias_latipes2	oreochromis_niloticus1	oreochromis_niloticus2	danio_rerio1	danio_rerio2	astyanax_mexicanus1	astyanax_mexicanus2
4811	0.813509	ENSTRUG00000018562	ENSTRUG00000001133	ENSTNIG00000018115	ENSTNIG00000007855	ENSGACG00000007263	ENSGACG00000016235	ENSXMAG00000002279	ENSXMAG00000019106	ENSORLG00000009796	ENSORLG00000010308	ENSONIG00000009986	ENSONIG00000018626	ENSDARG00000032868	ENSDARG00000074233	ENSAMXG00000010617	ENSAMXG00000018769
4812	0.820061	ENSTRUG00000018550	NONE	ENSTNIG00000018109	NONE	ENSGACG00000007183	NONE	ENSXMAG00000002240	NONE	ENSORLG00000009969	NONE	ENSONIG00000008789	NONE	ENSDARG00000079891	NONE	ENSAMXG00000010606	NONE
4813	0.820098	ENSTRUG00000018549	NONE	ENSTNIG00000018108	NONE	ENSGACG00000007168	NONE	ENSXMAG00000002237	NONE	ENSORLG00000009987	NONE	ENSONIG00000008798	NONE	ENSDARG00000006546	NONE	ENSAMXG00000010605	NONE
4814	0.820097	ENSTRUG00000018544	NONE	ENSTNIG00000018107	NONE	ENSGACG00000007145	NONE	ENSXMAG00000002212	NONE	ENSORLG00000010063	NONE	ENSONIG00000008800	NONE	ENSDARG00000020625	NONE	ENSAMXG00000010587	NONE
4815	0.813495	ENSTRUG00000018532	ENSTRUG00000001656	ENSTNIG00000018104	ENSTNIG00000007853	ENSGACG00000006964	ENSGACG00000016218	ENSXMAG00000002175	ENSXMAG00000019083	ENSORLG00000010265	ENSORLG00000010366	NONE	ENSONIG00000018624	ENSDARG00000013561	NONE	ENSAMXG00000010553	ENSAMXG00000018820
4816	0.81428	ENSTRUG00000018516	NONE	ENSTNIG00000018099	NONE	ENSGACG00000006923	NONE	ENSXMAG00000011389	NONE	ENSORLG00000010404	NONE	ENSONIG00000008825	NONE	ENSDARG00000044373	NONE	ENSAMXG00000010547	NONE
4817	0.699865	ENSTRUG00000018512	ENSTRUG00000002130	NONE	ENSTNIG00000007852	ENSGACG00000006902	ENSGACG00000016212	ENSXMAG00000010042	NONE	ENSORLG00000010477	NONE	ENSONIG00000008833	NONE	ENSDARG00000044365	NONE	ENSAMXG00000010542	NONE
4818	0.756622	ENSTRUG00000018500	NONE	ENSTNIG00000018097	NONE	ENSGACG00000006853	NONE	ENSXMAG00000009946	NONE	ENSORLG00000010503	NONE	ENSONIG00000008834	NONE	ENSDARG00000056414	NONE	ENSAMXG00000010534	NONE
4819	0.818448	ENSTRUG00000018495	NONE	ENSTNIG00000018096	NONE	ENSGACG00000006846	NONE	ENSXMAG00000011384	NONE	ENSORLG00000010528	NONE	ENSONIG00000008837	NONE	ENSDARG00000059473	NONE	ENSAMXG00000010526	NONE
4820	0.645276	ENSTRUG00000018485	NONE	ENSTNIG00000018095	ENSTNIG00000007850	ENSGACG00000006827	ENSGACG00000016207	ENSXMAG00000011361	NONE	ENSORLG00000010561	ENSORLG00000010398	ENSONIG00000008841	ENSONIG00000018622	ENSDARG00000070074	NONE	ENSAMXG00000011425	ENSAMXG00000018839
4821	0.82006	ENSTRUG00000011055	NONE	ENSTNIG00000002605	NONE	ENSGACG00000012853	NONE	ENSXMAG00000009354	NONE	ENSORLG00000010702	NONE	ENSONIG00000001899	NONE	ENSDARG00000054213	NONE	ENSAMXG00000008101	NONE
4822	0.820098	ENSTRUG00000011227	NONE	ENSTNIG00000002606	NONE	ENSGACG00000012879	NONE	ENSXMAG00000009347	NONE	ENSORLG00000010658	NONE	ENSONIG00000001896	NONE	ENSDARG00000054220	NONE	ENSAMXG00000008113	NONE
4823	0.820061	ENSTRUG00000011310	NONE	ENSTNIG00000002607	NONE	ENSGACG00000012892	NONE	ENSXMAG00000009308	NONE	ENSORLG00000010638	NONE	ENSONIG00000001884	NONE	ENSDARG00000001729	NONE	ENSAMXG00000008128	NONE
4824	0.815066	ENSTRUG00000012089	NONE	ENSTNIG00000004842	NONE	ENSGACG00000001282	NONE	ENSXMAG00000004771	NONE	ENSORLG00000010433	NONE	ENSONIG00000001849	NONE	ENSDARG00000014793	NONE	ENSAMXG00000008348	NONE
4825	0.650454	NONE	ENSTRUG00000013031	NONE	ENSTNIG00000006954	ENSGACG00000003362	ENSGACG00000016200	ENSXMAG00000003122	ENSXMAG00000010563	NONE	ENSORLG00000014274	ENSONIG00000019216	ENSONIG00000018618	ENSDARG00000026248	ENSDARG00000034940	ENSAMXG00000007062	ENSAMXG00000018945
4826	0.820037	NONE	ENSTRUG00000012802	NONE	ENSTNIG00000006953	NONE	ENSGACG00000016189	NONE	ENSXMAG00000010540	NONE	ENSORLG00000010459	NONE	ENSONIG00000018615	NONE	ENSDARG00000012194	NONE	ENSAMXG00000018955
4827	0.820094	ENSTRUG00000016647	NONE	ENSTNIG00000007149	NONE	ENSGACG00000003859	NONE	ENSXMAG00000006291	NONE	ENSORLG00000013660	NONE	ENSONIG00000019221	NONE	ENSDARG00000038618	NONE	ENSAMXG00000000085	NONE
4828	0.820093	ENSTRUG00000016641	NONE	ENSTNIG00000007151	NONE	ENSGACG00000003869	NONE	ENSXMAG00000006297	NONE	ENSORLG00000013648	NONE	ENSONIG00000019224	NONE	ENSDARG00000038635	NONE	ENSAMXG00000000080	NONE
4829	0.819581	NONE	ENSTRUG00000012683	NONE	ENSTNIG00000006951	ENSGACG00000003886	ENSGACG00000016188	ENSXMAG00000006302	ENSXMAG00000017887	NONE	ENSORLG00000010485	ENSONIG00000019225	ENSONIG00000018614	ENSDARG00000006074	ENSDARG00000022213	ENSAMXG00000000076	ENSAMXG00000018974
4830	0.819544	NONE	ENSTRUG00000012589	NONE	ENSTNIG00000006950	ENSGACG00000003908	ENSGACG00000016177	ENSXMAG00000006313	ENSXMAG00000017862	NONE	ENSORLG00000010514	ENSONIG00000019226	ENSONIG00000018612	ENSDARG00000055331	ENSDARG00000037061	ENSAMXG00000000064	ENSAMXG00000018981
4831	0.819982	NONE	ENSTRUG00000012465	NONE	ENSTNIG00000006948	NONE	ENSGACG00000016172	NONE	ENSXMAG00000017853	NONE	ENSORLG00000010533	NONE	ENSONIG00000018611	NONE	ENSDARG00000058734	NONE	ENSAMXG00000018995
4832	0.815083	NONE	ENSTRUG00000012170	NONE	ENSTNIG00000006946	NONE	ENSGACG00000016163	NONE	ENSXMAG00000018411	NONE	ENSORLG00000010584	NONE	ENSONIG00000018608	NONE	ENSDARG00000075569	NONE	ENSAMXG00000010473
4833	0.620544	ENSTRUG00000004523	NONE	ENSTNIG00000010183	NONE	ENSGACG00000007760	NONE	ENSXMAG00000002711	NONE	ENSORLG00000008937	NONE	ENSONIG00000010100	NONE	NONE	ENSDARG00000057826	NONE	ENSAMXG00000014368
4834	0.814927	NONE	ENSTRUG00000005278	NONE	ENSTNIG00000018699	NONE	ENSGACG00000014668	NONE	ENSXMAG00000018868	NONE	ENSORLG00000007898	NONE	ENSONIG00000010979	NONE	ENSDARG00000061908	ENSAMXG00000016435	ENSAMXG00000005671
4835	0.858165	ENSTRUG00000004821	ENSTRUG00000004935	ENSTNIG00000010169	ENSTNIG00000018698	ENSGACG00000007733	ENSGACG00000014664	ENSXMAG00000002690	ENSXMAG00000018838	ENSORLG00000008960	ENSORLG00000007876	ENSONIG00000010093	ENSONIG00000010981	ENSDARG00000034056	ENSDARG00000005458	ENSAMXG00000016454	ENSAMXG00000005682
4836	0.902718	ENSTRUG00000005201	NONE	ENSTNIG00000010167	NONE	ENSGACG00000007701	NONE	ENSXMAG00000002681	NONE	ENSORLG00000008986	NONE	ENSONIG00000010090	NONE	ENSDARG00000026986	NONE	ENSAMXG00000016463	NONE
4837	0.902892	ENSTRUG00000005505	NONE	ENSTNIG00000010166	NONE	ENSGACG00000007681	NONE	ENSXMAG00000002666	NONE	ENSORLG00000009024	NONE	ENSONIG00000010086	NONE	ENSDARG00000015164	ENSDARG00000011373	ENSAMXG00000016471	ENSAMXG00000005705
4838	0.903282	ENSTRUG00000006051	NONE	ENSTNIG00000010164	NONE	ENSGACG00000007669	NONE	ENSXMAG00000002656	NONE	ENSORLG00000009099	NONE	ENSONIG00000010079	NONE	ENSDARG00000015752	NONE	ENSAMXG00000016477	NONE
4839	0.903285	ENSTRUG00000006697	NONE	ENSTNIG00000010163	NONE	ENSGACG00000007650	NONE	ENSXMAG00000002633	NONE	ENSORLG00000009150	NONE	ENSONIG00000010072	NONE	ENSDARG00000075188	NONE	ENSAMXG00000016485	NONE
4840	0.903285	NONE	ENSTRUG00000012478	NONE	ENSTNIG00000013255	NONE	ENSGACG00000015268	NONE	ENSXMAG00000004379	NONE	ENSORLG00000020697	NONE	ENSONIG00000016608	NONE	ENSDARG00000099108	NONE	ENSAMXG00000019896
4841	0.903285	ENSTRUG00000008139	NONE	ENSTNIG00000010161	NONE	ENSGACG00000007629	NONE	ENSXMAG00000002576	NONE	ENSORLG00000009204	NONE	ENSONIG00000010055	NONE	ENSDARG00000010347	NONE	ENSAMXG00000016530	NONE
4842	0.903285	NONE	ENSTRUG00000012395	NONE	ENSTNIG00000013256	NONE	ENSGACG00000015263	NONE	ENSXMAG00000004373	NONE	ENSORLG00000020690	NONE	ENSONIG00000016607	NONE	ENSDARG00000003109	NONE	ENSAMXG00000002814
4843	0.903284	ENSTRUG00000008788	NONE	ENSTNIG00000018128	NONE	ENSGACG00000007541	NONE	ENSXMAG00000002530	NONE	ENSORLG00000009257	NONE	ENSONIG00000010042	NONE	ENSDARG00000013575	NONE	ENSAMXG00000016557	NONE
4844	0.903199	ENSTRUG00000009109	NONE	ENSTNIG00000018127	NONE	ENSGACG00000007515	NONE	ENSXMAG00000002509	NONE	ENSORLG00000009305	NONE	ENSONIG00000010035	NONE	ENSDARG00000015356	NONE	ENSAMXG00000016569	NONE
4845	0.897346	ENSTRUG00000008912	NONE	ENSTNIG00000017848	NONE	ENSGACG00000001664	NONE	ENSXMAG00000007189	NONE	ENSORLG00000018243	NONE	ENSONIG00000016782	NONE	ENSDARG00000062465	NONE	ENSAMXG00000024394	NONE
4846	0.704493	ENSTRUG00000009174	ENSTRUG00000012162	ENSTNIG00000017849	ENSTNIG00000013257	ENSGACG00000001668	ENSGACG00000015192	ENSXMAG00000007145	NONE	ENSORLG00000015420	NONE	ENSONIG00000016784	ENSONIG00000003777	ENSDARG00000062447	ENSDARG00000063253	ENSAMXG00000009379	NONE
4847	0.90319	NONE	ENSTRUG00000017779	NONE	ENSTNIG00000004159	NONE	ENSGACG00000003033	NONE	ENSXMAG00000008077	NONE	ENSORLG00000020562	NONE	ENSONIG00000010379	NONE	ENSDARG00000013539	NONE	ENSAMXG00000001814
4848	0.903192	NONE	ENSTRUG00000017776	NONE	ENSTNIG00000004160	NONE	ENSGACG00000003032	NONE	ENSXMAG00000019831	NONE	ENSORLG00000020561	NONE	ENSONIG00000021269	NONE	ENSDARG00000016427	NONE	ENSAMXG00000026057
4849	0.903184	ENSTRUG00000009675	NONE	ENSTNIG00000017850	NONE	ENSGACG00000001676	NONE	ENSXMAG00000007134	NONE	ENSORLG00000015401	NONE	ENSONIG00000016791	NONE	ENSDARG00000014348	NONE	ENSAMXG00000012160	NONE
4850	0.903007	ENSTRUG00000009861	NONE	ENSTNIG00000017851	NONE	ENSGACG00000001680	NONE	ENSXMAG00000007131	NONE	ENSORLG00000015386	NONE	ENSONIG00000016793	NONE	ENSDARG00000062425	NONE	ENSAMXG00000012151	NONE
4851	0.945954	ENSTRUG00000017737	NONE	ENSTNIG00000013098	NONE	ENSGACG00000003677	NONE	ENSXMAG00000008095	NONE	ENSORLG00000013638	NONE	ENSONIG00000010256	NONE	ENSDARG00000059936	NONE	ENSAMXG00000003650	NONE
4852	0.997543	ENSTRUG00000017695	NONE	ENSTNIG00000013105	NONE	ENSGACG00000003516	NONE	ENSXMAG00000004578	NONE	ENSORLG00000013480	NONE	ENSONIG00000010235	NONE	ENSDARG00000101082	NONE	ENSAMXG00000003073	NONE
4853	0.997696	NONE	ENSTRUG00000006581	NONE	ENSTNIG00000002722	NONE	ENSGACG00000003012	NONE	ENSXMAG00000007723	NONE	ENSORLG00000000890	NONE	ENSONIG00000010382	NONE	ENSDARG00000077469	NONE	ENSAMXG00000020896
4854	0.997697	NONE	ENSTRUG00000007029	NONE	ENSTNIG00000002723	NONE	ENSGACG00000003009	NONE	ENSXMAG00000007721	NONE	ENSORLG00000000861	NONE	ENSONIG00000010387	NONE	ENSDARG00000075143	NONE	ENSAMXG00000020920
4855	0.997696	NONE	ENSTRUG00000007081	NONE	ENSTNIG00000002045	NONE	ENSGACG00000003007	NONE	ENSXMAG00000007716	NONE	ENSORLG00000000853	NONE	ENSONIG00000010388	NONE	ENSDARG00000068934	NONE	ENSAMXG00000020928
4856	0.982771	NONE	ENSTRUG00000012328	ENSTNIG00000013416	ENSTNIG00000004172	ENSGACG00000003423	ENSGACG00000005969	ENSXMAG00000007107	ENSXMAG00000014695	ENSORLG00000013192	ENSORLG00000008359	ENSONIG00000010179	ENSONIG00000016250	NONE	ENSDARG00000099579	NONE	ENSAMXG00000012997
4857	0.997433	ENSTRUG00000017554	NONE	ENSTNIG00000013418	NONE	ENSGACG00000003725	NONE	ENSXMAG00000007029	NONE	ENSORLG00000013106	NONE	ENSONIG00000010167	NONE	ENSDARG00000060149	ENSDARG00000045064	ENSAMXG00000003164	ENSAMXG00000015521
4858	0.997503	ENSTRUG00000017539	NONE	ENSTNIG00000013419	NONE	ENSGACG00000003758	NONE	ENSXMAG00000006980	NONE	ENSORLG00000013081	NONE	ENSONIG00000010163	NONE	ENSDARG00000060168	NONE	ENSAMXG00000003213	NONE
4859	0.684588	ENSTRUG00000017531	ENSTRUG00000011448	ENSTNIG00000013420	ENSTNIG00000002923	ENSGACG00000020002	NONE	ENSXMAG00000006964	NONE	ENSORLG00000013036	NONE	ENSONIG00000010161	NONE	ENSDARG00000053918	NONE	ENSAMXG00000003129	NONE
4860	0.997486	ENSTRUG00000017511	NONE	ENSTNIG00000013421	NONE	ENSGACG00000004033	NONE	ENSXMAG00000006926	NONE	ENSORLG00000013002	NONE	ENSONIG00000010156	NONE	ENSDARG00000011863	NONE	ENSAMXG00000003135	NONE
4861	0.997495	ENSTRUG00000017492	NONE	ENSTNIG00000013422	NONE	ENSGACG00000004080	NONE	ENSXMAG00000006889	NONE	ENSORLG00000012965	NONE	ENSONIG00000010149	NONE	ENSDARG00000086985	NONE	ENSAMXG00000003156	NONE
4862	0.957535	ENSTRUG00000000717	NONE	ENSTNIG00000013425	NONE	ENSGACG00000004118	NONE	ENSXMAG00000006842	NONE	ENSORLG00000012871	NONE	ENSONIG00000010143	ENSONIG00000006839	ENSDARG00000098644	NONE	ENSAMXG00000021534	ENSAMXG00000004524
4863	0.961552	ENSTRUG00000000659	NONE	ENSTNIG00000013428	NONE	ENSGACG00000004137	NONE	ENSXMAG00000006823	NONE	ENSORLG00000012833	NONE	ENSONIG00000010138	NONE	ENSDARG00000102772	NONE	ENSAMXG00000021539	NONE
4864	0.844269	ENSTRUG00000013154	ENSTRUG00000010886	ENSTNIG00000016661	NONE	ENSGACG00000004188	ENSGACG00000019723	ENSXMAG00000006706	NONE	ENSORLG00000012678	ENSORLG00000001294	ENSONIG00000010122	ENSONIG00000018137	ENSDARG00000078448	ENSDARG00000077608	NONE	ENSAMXG00000021361
4865	0.882473	ENSTRUG00000013221	NONE	ENSTNIG00000016660	ENSTNIG00000004745	ENSGACG00000004210	NONE	ENSXMAG00000006650	NONE	ENSORLG00000012649	ENSORLG00000001273	ENSONIG00000010118	ENSONIG00000018134	ENSDARG00000068710	ENSDARG00000103129	NONE	ENSAMXG00000021348
4866	0.996982	ENSTRUG00000013388	NONE	ENSTNIG00000016659	NONE	ENSGACG00000004223	NONE	ENSXMAG00000006576	NONE	ENSORLG00000012597	NONE	ENSONIG00000010109	NONE	ENSDARG00000008575	NONE	ENSAMXG00000003679	NONE
4867	0.997676	ENSTRUG00000002947	NONE	ENSTNIG00000016657	NONE	ENSGACG00000004273	NONE	ENSXMAG00000006563	NONE	ENSORLG00000012537	NONE	ENSONIG00000010105	NONE	ENSDARG00000046133	NONE	ENSAMXG00000003663	NONE
4868	0.99768	ENSTRUG00000002915	NONE	ENSTNIG00000016656	NONE	ENSGACG00000004285	NONE	ENSXMAG00000006559	NONE	ENSORLG00000012519	NONE	ENSONIG00000010103	NONE	ENSDARG00000023627	NONE	ENSAMXG00000003660	NONE
4869	0.996809	ENSTRUG00000002487	ENSTRUG00000011333	ENSTNIG00000016653	NONE	ENSGACG00000004340	NONE	ENSXMAG00000006537	NONE	NONE	ENSORLG00000001201	ENSONIG00000010096	ENSONIG00000018120	ENSDARG00000004702	ENSDARG00000098635	ENSAMXG00000003653	ENSAMXG00000021316
4870	0.997601	ENSTRUG00000004006	NONE	ENSTNIG00000016651	NONE	ENSGACG00000004370	NONE	ENSXMAG00000006472	NONE	ENSORLG00000012398	NONE	ENSONIG00000010077	NONE	ENSDARG00000059116	NONE	ENSAMXG00000021607	NONE
4871	0.961249	ENSTRUG00000006137	NONE	ENSTNIG00000016648	NONE	ENSGACG00000004428	NONE	ENSXMAG00000006440	NONE	NONE	ENSORLG00000020890	ENSONIG00000010060	NONE	NONE	ENSDARG00000102430	NONE	ENSAMXG00000020921
4872	0.990168	ENSTRUG00000000155	NONE	ENSTNIG00000016647	NONE	ENSGACG00000004455	NONE	ENSXMAG00000006396	NONE	ENSORLG00000012215	NONE	ENSONIG00000010052	NONE	ENSDARG00000010823	NONE	ENSAMXG00000019399	NONE
4873	0.560516	ENSTRUG00000000170	ENSTRUG00000009813	NONE	ENSTNIG00000004738	ENSGACG00000004507	ENSGACG00000019704	ENSXMAG00000006303	ENSXMAG00000017637	ENSORLG00000012118	NONE	ENSONIG00000010037	ENSONIG00000006768	ENSDARG00000087517	ENSDARG00000005544	ENSAMXG00000001173	NONE
4874	0.990269	ENSTRUG00000006736	NONE	ENSTNIG00000016632	NONE	ENSGACG00000004673	NONE	ENSXMAG00000006160	NONE	ENSORLG00000011923	NONE	ENSONIG00000010013	NONE	ENSDARG00000020442	NONE	ENSAMXG00000003482	NONE
4875	0.975599	ENSTRUG00000007143	NONE	ENSTNIG00000016631	NONE	ENSGACG00000004737	NONE	ENSXMAG00000006142	NONE	ENSORLG00000011879	NONE	ENSONIG00000010011	NONE	ENSDARG00000013763	ENSDARG00000041703	ENSAMXG00000003499	ENSAMXG00000004762
4876	0.466858	ENSTRUG00000007432	ENSTRUG00000012768	ENSTNIG00000016629	NONE	NONE	ENSGACG00000018991	ENSXMAG00000005878	ENSXMAG00000008802	ENSORLG00000011856	NONE	ENSONIG00000009988	ENSONIG00000007284	ENSDARG00000055715	NONE	ENSAMXG00000013685	NONE
4877	0.203549	NONE	ENSTRUG00000008157	ENSTNIG00000016627	NONE	ENSGACG00000004767	ENSGACG00000019940	ENSXMAG00000008745	NONE	ENSORLG00000011738	NONE	ENSONIG00000009965	ENSONIG00000007243	ENSDARG00000052748	ENSDARG00000052702	ENSAMXG00000020094	NONE
4878	0.284149	ENSTRUG00000010221	NONE	ENSTNIG00000016625	ENSTNIG00000003645	ENSGACG00000004988	NONE	ENSXMAG00000005702	NONE	ENSORLG00000011694	ENSORLG00000020898	ENSONIG00000009950	NONE	ENSDARG00000104559	NONE	ENSAMXG00000003779	ENSAMXG00000006674
4879	0.485601	NONE	ENSTRUG00000005475	ENSTNIG00000006935	ENSTNIG00000008236	NONE	ENSGACG00000005773	NONE	ENSXMAG00000005589	NONE	ENSORLG00000012383	NONE	ENSONIG00000010978	NONE	ENSDARG00000070047	ENSAMXG00000011580	ENSAMXG00000011539
4880	0.983292	ENSTRUG00000003420	NONE	ENSTNIG00000013774	NONE	ENSGACG00000013629	NONE	ENSXMAG00000016425	NONE	ENSORLG00000015665	NONE	ENSONIG00000019325	NONE	ENSDARG00000044356	NONE	ENSAMXG00000004843	NONE
4881	0.98335	ENSTRUG00000004884	NONE	ENSTNIG00000013776	NONE	ENSGACG00000013645	NONE	ENSXMAG00000016415	NONE	ENSORLG00000015686	NONE	ENSONIG00000019330	NONE	ENSDARG00000056178	NONE	ENSAMXG00000011821	NONE
4882	0.98335	NONE	ENSTRUG00000005282	NONE	ENSTNIG00000000353	NONE	ENSGACG00000005708	NONE	ENSXMAG00000005651	NONE	ENSORLG00000012358	NONE	ENSONIG00000010973	NONE	ENSDARG00000002644	NONE	ENSAMXG00000011564
4883	0.982919	ENSTRUG00000004970	ENSTRUG00000005896	ENSTNIG00000013777	ENSTNIG00000014477	ENSGACG00000013647	ENSGACG00000015312	ENSXMAG00000016407	ENSXMAG00000009766	ENSORLG00000015696	ENSORLG00000020664	ENSONIG00000019331	ENSONIG00000003739	ENSDARG00000013144	ENSDARG00000076833	ENSAMXG00000011833	NONE
4884	0.98335	ENSTRUG00000005847	NONE	ENSTNIG00000013779	NONE	ENSGACG00000013681	NONE	ENSXMAG00000016387	NONE	ENSORLG00000015709	NONE	ENSONIG00000019336	NONE	ENSDARG00000034430	NONE	ENSAMXG00000011842	NONE
4885	0.98335	ENSTRUG00000005881	NONE	ENSTNIG00000013780	NONE	ENSGACG00000013697	NONE	ENSXMAG00000016378	NONE	ENSORLG00000015711	NONE	ENSONIG00000019337	NONE	ENSDARG00000061409	NONE	ENSAMXG00000011848	NONE
4886	0.983306	ENSTRUG00000006114	NONE	ENSTNIG00000013782	NONE	ENSGACG00000013702	NONE	ENSXMAG00000016339	NONE	ENSORLG00000015740	NONE	ENSONIG00000019341	NONE	ENSDARG00000056259	NONE	ENSAMXG00000011864	NONE
4887	0.980543	ENSTRUG00000006545	ENSTRUG00000006140	ENSTNIG00000013783	ENSTNIG00000014476	ENSGACG00000013729	NONE	ENSXMAG00000016327	ENSXMAG00000009749	ENSORLG00000015748	ENSORLG00000020665	ENSONIG00000019344	ENSONIG00000003742	ENSDARG00000070726	ENSDARG00000012297	ENSAMXG00000012953	NONE
4888	0.982522	ENSTRUG00000006748	ENSTRUG00000006347	ENSTNIG00000013784	ENSTNIG00000014475	ENSGACG00000013744	ENSGACG00000015321	ENSXMAG00000016297	ENSXMAG00000009731	ENSORLG00000015759	ENSORLG00000020667	ENSONIG00000019346	ENSONIG00000003746	ENSDARG00000055737	NONE	ENSAMXG00000012931	NONE
4889	0.983349	ENSTRUG00000007000	NONE	ENSTNIG00000013785	NONE	ENSGACG00000013748	NONE	ENSXMAG00000016224	NONE	ENSORLG00000015800	NONE	ENSONIG00000019347	NONE	ENSDARG00000061039	NONE	ENSAMXG00000012884	NONE
4890	0.98335	NONE	ENSTRUG00000012949	NONE	ENSTNIG00000019061	NONE	ENSGACG00000014961	NONE	ENSXMAG00000004127	NONE	ENSORLG00000004437	NONE	ENSONIG00000012051	NONE	ENSDARG00000075641	NONE	ENSAMXG00000008567
4891	0.981556	ENSTRUG00000008335	ENSTRUG00000013313	ENSTNIG00000010649	ENSTNIG00000014404	ENSGACG00000013764	ENSGACG00000014968	ENSXMAG00000016186	NONE	ENSORLG00000015867	ENSORLG00000004511	ENSONIG00000019352	NONE	ENSDARG00000070730	NONE	ENSAMXG00000012810	NONE
4892	0.98335	NONE	ENSTRUG00000002467	NONE	ENSTNIG00000010201	NONE	ENSGACG00000008259	NONE	ENSXMAG00000002593	NONE	ENSORLG00000008278	NONE	ENSONIG00000012689	NONE	ENSDARG00000070846	NONE	ENSAMXG00000019066
4893	0.98335	ENSTRUG00000009666	NONE	ENSTNIG00000010654	NONE	ENSGACG00000013790	NONE	ENSXMAG00000016124	NONE	ENSORLG00000015929	NONE	ENSONIG00000004884	NONE	ENSDARG00000055912	NONE	ENSAMXG00000012681	NONE
4894	0.98335	NONE	ENSTRUG00000003251	NONE	ENSTNIG00000010202	NONE	ENSGACG00000008306	NONE	ENSXMAG00000002603	NONE	ENSORLG00000008238	NONE	ENSONIG00000012685	NONE	ENSDARG00000070844	NONE	ENSAMXG00000019071
4895	0.98335	NONE	ENSTRUG00000003488	NONE	ENSTNIG00000010203	NONE	ENSGACG00000008341	NONE	ENSXMAG00000002609	NONE	ENSORLG00000008222	NONE	ENSONIG00000012682	NONE	ENSDARG00000074552	NONE	ENSAMXG00000019074
4896	0.98335	ENSTRUG00000009773	NONE	ENSTNIG00000000709	NONE	ENSGACG00000013804	NONE	ENSXMAG00000016084	NONE	ENSORLG00000015984	NONE	ENSONIG00000004878	NONE	ENSDARG00000044345	NONE	ENSAMXG00000012657	NONE
4897	0.98335	NONE	ENSTRUG00000004701	NONE	ENSTNIG00000006718	NONE	ENSGACG00000008378	NONE	ENSXMAG00000002619	NONE	ENSORLG00000008198	NONE	ENSONIG00000012677	NONE	ENSDARG00000070843	NONE	ENSAMXG00000019077
4898	0.98335	ENSTRUG00000010285	NONE	ENSTNIG00000001039	NONE	ENSGACG00000013824	NONE	ENSXMAG00000016055	NONE	ENSORLG00000016018	NONE	ENSONIG00000004583	NONE	ENSDARG00000077442	NONE	ENSAMXG00000012630	NONE
4899	0.98335	ENSTRUG00000010581	NONE	ENSTNIG00000010655	NONE	ENSGACG00000013834	NONE	ENSXMAG00000015998	NONE	ENSORLG00000016036	NONE	ENSONIG00000004589	NONE	ENSDARG00000076754	NONE	ENSAMXG00000012597	NONE
4900	0.98335	NONE	ENSTRUG00000006653	NONE	ENSTNIG00000006089	NONE	ENSGACG00000008431	NONE	ENSXMAG00000002626	NONE	ENSORLG00000007976	NONE	ENSONIG00000012667	NONE	ENSDARG00000090675	NONE	ENSAMXG00000016768
4901	0.98335	ENSTRUG00000010954	NONE	ENSTNIG00000010656	NONE	ENSGACG00000013836	NONE	ENSXMAG00000015995	NONE	ENSORLG00000016045	NONE	ENSONIG00000004599	NONE	ENSDARG00000044339	NONE	ENSAMXG00000012578	NONE
4902	0.98335	NONE	ENSTRUG00000006676	NONE	ENSTNIG00000006088	NONE	ENSGACG00000008438	NONE	ENSXMAG00000002624	NONE	ENSORLG00000007961	NONE	ENSONIG00000012662	NONE	ENSDARG00000025559	NONE	ENSAMXG00000016785
4903	0.983349	ENSTRUG00000010993	NONE	ENSTNIG00000010657	NONE	ENSGACG00000013838	NONE	ENSXMAG00000015987	NONE	ENSORLG00000016052	NONE	ENSONIG00000004604	NONE	ENSDARG00000019614	NONE	ENSAMXG00000012555	NONE
4904	0.98326	ENSTRUG00000011175	NONE	ENSTNIG00000010659	NONE	ENSGACG00000013857	NONE	ENSXMAG00000015980	NONE	ENSORLG00000016077	NONE	ENSONIG00000007330	NONE	ENSDARG00000061091	NONE	ENSAMXG00000012493	NONE
4905	0.974192	NONE	ENSTRUG00000002962	NONE	ENSTNIG00000010497	NONE	ENSGACG00000009453	NONE	ENSXMAG00000005458	NONE	ENSORLG00000007950	NONE	ENSONIG00000002660	NONE	ENSDARG00000055781	NONE	ENSAMXG00000012439
4906	0.974258	ENSTRUG00000011402	NONE	ENSTNIG00000010661	NONE	ENSGACG00000013892	NONE	ENSXMAG00000015938	NONE	ENSORLG00000016112	NONE	ENSONIG00000007336	NONE	ENSDARG00000044357	NONE	ENSAMXG00000004842	NONE
4907	0.97351	NONE	ENSTRUG00000003300	NONE	ENSTNIG00000010498	NONE	ENSGACG00000009457	NONE	ENSXMAG00000005445	NONE	ENSORLG00000006527	NONE	ENSONIG00000002662	NONE	ENSDARG00000044332	NONE	ENSAMXG00000012434
